DESEMPEÑO;Alumno_ID;Operativo;CURSO_NORMALIZADO;Curso;División;Ausente;Cantidad_de_palabras;Prosodia;Incluido;Turno;Modalidad;Nivel;Nivel_Unificado;Gestión;Supervisión;Escuela_ID;Departamento;Localidad;zona;Regional;ciclo_lectivo;separador
Medio;299339;Operativo 2023 Instancia II;4°;4°;1;No;161;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;301351;Operativo 2023 Instancia II;4°;4°;1;No;182;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Básico;301793;Operativo 2023 Instancia II;4°;4°;1;No;122;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;302121;Operativo 2023 Instancia II;4°;4°;1;No;169;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;303576;Operativo 2023 Instancia II;4°;4°;1;No;154;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;304027;Operativo 2023 Instancia II;4°;4°;1;No;189;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Básico;308654;Operativo 2023 Instancia II;4°;4°;1;No;132;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Básico;309321;Operativo 2023 Instancia II;4°;4°;1;No;132;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;309568;Operativo 2023 Instancia II;4°;4°;1;No;165;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;314140;Operativo 2023 Instancia II;4°;4°;1;No;190;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Avanzado;314831;Operativo 2023 Instancia II;4°;4°;1;No;196;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;316793;Operativo 2023 Instancia II;4°;4°;1;No;180;0;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Básico;336770;Operativo 2023 Instancia II;4°;4°;1;No;148;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;524506;Operativo 2023 Instancia II;4°;4°;1;No;152;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Medio;605944;Operativo 2023 Instancia II;4°;4°;1;No;177;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;1993;CAPITAL;QUINTA SECCION;0;NO CORRESPONDE;2023;**
Básico;359682;Operativo 2023 Instancia II;1°;1°;1º;No;111;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Crítico;375687;Operativo 2023 Instancia II;1°;1°;1º;No;66;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Crítico;368471;Operativo 2023 Instancia II;1°;1°;2º;No;58;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Crítico;386760;Operativo 2023 Instancia II;1°;1°;T;No;21;1;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Crítico;360673;Operativo 2023 Instancia II;2°;2°;1º;No;57;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;355532;Operativo 2023 Instancia II;2°;2°;2º;No;159;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Crítico;373423;Operativo 2023 Instancia II;2°;2°;2º;No;77;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Básico;345464;Operativo 2023 Instancia II;2°;2°;T;No;131;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Crítico;303498;Operativo 2023 Instancia II;3°;3°;M;No;77;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Crítico;310714;Operativo 2023 Instancia II;3°;3°;M;No;86;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;340875;Operativo 2023 Instancia II;3°;3°;M;No;155;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Crítico;325865;Operativo 2023 Instancia II;3°;3°;T;No;80;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Crítico;328168;Operativo 2023 Instancia II;3°;3°;T;No;60;1;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Crítico;237894;Operativo 2023 Instancia II;5°;5°;M;No;15;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Crítico;245343;Operativo 2023 Instancia II;5°;5°;M;No;55;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;1999;GUAYMALLÉN;SAN JOSÉ;10%;NO CORRESPONDE;2023;**
Medio;398638;Operativo 2023 Instancia II;1°;1°;B;No;126;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2001;GUAYMALLÉN;VILLA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;355632;Operativo 2023 Instancia II;2°;2°;B;No;90;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2001;GUAYMALLÉN;VILLA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;322537;Operativo 2023 Instancia II;3°;3°;A;No;101;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2001;GUAYMALLÉN;VILLA NUEVA;0;NO CORRESPONDE;2023;**
Básico;325665;Operativo 2023 Instancia II;2°;2°;B;No;130;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;2017;LAS HERAS;LAS HERAS;10%;NO CORRESPONDE;2023;**
Crítico;314270;Operativo 2023 Instancia II;3°;3°;A;No;106;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;2017;LAS HERAS;LAS HERAS;10%;NO CORRESPONDE;2023;**
Medio;389850;Operativo 2023 Instancia II;1°;1°;2DA;No;147;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Básico;395350;Operativo 2023 Instancia II;1°;1°;2DA;No;118;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Medio;605402;Operativo 2023 Instancia II;1°;1°;3RA;No;151;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;399910;Operativo 2023 Instancia II;1°;1°;4TA;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Medio;402662;Operativo 2023 Instancia II;1°;1°;4TA;No;153;3;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Medio;414304;Operativo 2023 Instancia II;1°;1°;4TA;No;127;3;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Básico;391342;Operativo 2023 Instancia II;1°;1°;5TA;No;109;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Medio;378292;Operativo 2023 Instancia II;1°;1°;6TA;No;147;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Medio;400846;Operativo 2023 Instancia II;1°;1°;6TA;No;126;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;296667;Operativo 2023 Instancia II;2°;2°;1RA;No;65;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Básico;330516;Operativo 2023 Instancia II;2°;2°;2DA;No;122;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;339202;Operativo 2023 Instancia II;2°;2°;3RA;No;35;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Básico;364639;Operativo 2023 Instancia II;2°;2°;3RA;No;133;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;352560;Operativo 2023 Instancia II;2°;2°;4TA;No;0;0;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Básico;364793;Operativo 2023 Instancia II;2°;2°;5TA;No;113;1;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;341281;Operativo 2023 Instancia II;2°;2°;6TA;No;105;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;304045;Operativo 2023 Instancia II;3°;3°;1RA;No;52;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;301807;Operativo 2023 Instancia II;3°;3°;2DA;No;90;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;328940;Operativo 2023 Instancia II;3°;3°;3RA;No;46;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;310518;Operativo 2023 Instancia II;3°;3°;4TA;No;102;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Medio;291715;Operativo 2023 Instancia II;3°;3°;5TA;No;159;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;271231;Operativo 2023 Instancia II;4°;4°;2DA;No;59;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;312360;Operativo 2023 Instancia II;4°;4°;2DA;No;107;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;256995;Operativo 2023 Instancia II;4°;4°;4TA;No;60;1;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Básico;302941;Operativo 2023 Instancia II;4°;4°;4TA;No;133;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Básico;250355;Operativo 2023 Instancia II;4°;4°;5TA;No;140;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;244910;Operativo 2023 Instancia II;5°;5°;1RA;No;106;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;232625;Operativo 2023 Instancia II;5°;5°;2DA;No;97;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Crítico;226054;Operativo 2023 Instancia II;5°;5°;3RA;No;93;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Básico;261555;Operativo 2023 Instancia II;5°;5°;3RA;No;144;3;Si;Tarde;Presencial;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;2027;GUAYMALLÉN;BUENA NUEVA;0;NO CORRESPONDE;2023;**
Básico;383763;Operativo 2023 Instancia II;1°;1°;A;No;103;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;2047;CAPITAL;QUINTA SECCION;50%;NO CORRESPONDE;2023;**
Crítico;518162;Operativo 2023 Instancia II;2°;2°;B;No;6;0;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2353;CAPITAL;CUARTA SECCION;10%;NORTE;2023;**
Crítico;810425;Operativo 2023 Instancia II;2°;2°;B;No;0;0;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2353;CAPITAL;CUARTA SECCION;10%;NORTE;2023;**
Crítico;742318;Operativo 2023 Instancia II;3°;3°;A;No;9;1;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;2353;CAPITAL;CUARTA SECCION;10%;NORTE;2023;**
Básico;624575;Operativo 2023 Instancia II;2°;2°;A;No;23;2;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Medio;781644;Operativo 2023 Instancia II;2°;2°;B;No;58;2;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Crítico;714054;Operativo 2023 Instancia II;3°;3°;C;No;11;1;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Crítico;644041;Operativo 2023 Instancia II;4°;4°;A;No;24;1;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Crítico;659086;Operativo 2023 Instancia II;4°;4°;A;No;21;1;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Básico;511117;Operativo 2023 Instancia II;4°;4°;C;No;75;1;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Básico;653219;Operativo 2023 Instancia II;4°;4°;C;No;52;1;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Medio;657298;Operativo 2023 Instancia II;4°;4°;C;No;105;2;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Crítico;416440;Operativo 2023 Instancia II;5°;5°;B;No;8;3;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Crítico;450190;Operativo 2023 Instancia II;5°;5°;B;No;3;3;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Crítico;498617;Operativo 2023 Instancia II;5°;5°;B;No;43;0;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Crítico;447977;Operativo 2023 Instancia II;5°;5°;C;No;43;2;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Básico;486704;Operativo 2023 Instancia II;5°;5°;C;No;89;2;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Medio;442744;Operativo 2023 Instancia II;6°;6°;A;No;118;1;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Crítico;451932;Operativo 2023 Instancia II;6°;6°;A;No;63;1;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Básico;417865;Operativo 2023 Instancia II;7°;7°;B;No;92;2;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Crítico;340659;Operativo 2023 Instancia II;7°;7°;C;No;81;1;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Crítico;412153;Operativo 2023 Instancia II;7°;7°;C;No;55;1;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2358;CAPITAL;TERCERA SECCION;10%;NORTE;2023;**
Básico;519110;Operativo 2023 Instancia II;2°;2°;D;No;24;1;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2361;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Crítico;657732;Operativo 2023 Instancia II;3°;3°;B;No;13;1;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;2361;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Avanzado;731395;Operativo 2023 Instancia II;3°;3°;C;No;135;3;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2361;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Avanzado;799590;Operativo 2023 Instancia II;3°;3°;D;No;92;3;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2361;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Avanzado;658306;Operativo 2023 Instancia II;4°;4°;A;No;125;3;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;2361;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Básico;642543;Operativo 2023 Instancia II;5°;5°;A;No;87;2;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;2361;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Básico;438167;Operativo 2023 Instancia II;5°;5°;D;No;85;2;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2361;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Básico;464563;Operativo 2023 Instancia II;6°;6°;D;No;98;2;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2361;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Medio;433454;Operativo 2023 Instancia II;7°;7°;A;No;118;3;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;2361;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Medio;423759;Operativo 2023 Instancia II;7°;7°;C;No;146;3;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;2361;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Crítico;748006;Operativo 2023 Instancia II;2°;2°;B;No;13;1;Si;Tarde;Presencial;Primario;Primario;Pública;01 - Primario;2389;CAPITAL;CUARTA SECCION;10%;NORTE;2023;**
Crítico;510798;Operativo 2023 Instancia II;3°;3°;A;No;21;1;Si;Mañana;Presencial;Primario;Primario;Pública;01 - Primario;2389;CAPITAL;CUARTA SECCION;10%;NORTE;2023;**
Básico;633804;Operativo 2023 Instancia II;4°;4°;B;No;75;1;Si;Mañana;Presencial;Primario;Primario;Pública;01 - Primario;2389;CAPITAL;CUARTA SECCION;10%;NORTE;2023;**
Medio;503321;Operativo 2023 Instancia II;4°;4°;C;No;84;2;Si;Tarde;Presencial;Primario;Primario;Pública;01 - Primario;2389;CAPITAL;CUARTA SECCION;10%;NORTE;2023;**
Medio;462918;Operativo 2023 Instancia II;5°;5°;A;No;112;2;Si;Mañana;Presencial;Primario;Primario;Pública;01 - Primario;2389;CAPITAL;CUARTA SECCION;10%;NORTE;2023;**
Avanzado;503818;Operativo 2023 Instancia II;5°;5°;B;No;201;3;Si;Tarde;Presencial;Primario;Primario;Pública;01 - Primario;2389;CAPITAL;CUARTA SECCION;10%;NORTE;2023;**
Avanzado;457645;Operativo 2023 Instancia II;6°;6°;B;No;148;3;Si;Tarde;Presencial;Primario;Primario;Pública;01 - Primario;2389;CAPITAL;CUARTA SECCION;10%;NORTE;2023;**
Medio;428448;Operativo 2023 Instancia II;7°;7°;B;No;134;2;Si;Mañana;Presencial;Primario;Primario;Pública;01 - Primario;2389;CAPITAL;CUARTA SECCION;10%;NORTE;2023;**
Crítico;813972;Operativo 2023 Instancia II;2°;2°;A;No;7;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;815182;Operativo 2023 Instancia II;2°;2°;B;No;0;0;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;NO CORRESPONDE;2023;**
Básico;617227;Operativo 2023 Instancia II;4°;4°;B;No;75;2;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;2565;CAPITAL;TERCERA SECCION;10%;NO CORRESPONDE;2023;**
