DESEMPEÑO;Alumno_ID;Operativo;CURSO_NORMALIZADO;Curso;División;Ausente;Cantidad_de_palabras;Prosodia;Incluido;Turno;Modalidad;Nivel;Nivel_Unificado;Gestión;Supervisión;Escuela_ID;Departamento;Localidad;zona;Regional;ciclo_lectivo;separador
Crítico;271766;Operativo 2023 Instancia II;4°;4°;1º;No;47;1;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1108;SAN MARTÍN;SAN MARTÍN;40%;NO CORRESPONDE;2023;**
Crítico;306902;Operativo 2023 Instancia II;4°;4°;1º;No;119;2;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1108;SAN MARTÍN;SAN MARTÍN;40%;NO CORRESPONDE;2023;**
Crítico;311383;Operativo 2023 Instancia II;4°;4°;1º;No;60;1;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1108;SAN MARTÍN;SAN MARTÍN;40%;NO CORRESPONDE;2023;**
Básico;298924;Operativo 2023 Instancia II;4°;4°;2°;No;128;3;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1108;SAN MARTÍN;SAN MARTÍN;40%;NO CORRESPONDE;2023;**
Básico;257059;Operativo 2023 Instancia II;4°;4°;5°;No;133;2;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1108;SAN MARTÍN;SAN MARTÍN;40%;NO CORRESPONDE;2023;**
Medio;282266;Operativo 2023 Instancia II;4°;4°;5°;No;158;2;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1108;SAN MARTÍN;SAN MARTÍN;40%;NO CORRESPONDE;2023;**
Crítico;268533;Operativo 2023 Instancia II;5°;5°;4°;No;61;1;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1108;SAN MARTÍN;SAN MARTÍN;40%;NO CORRESPONDE;2023;**
Avanzado;210823;Operativo 2023 Instancia II;6°;6°;4°;No;267;2;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1108;SAN MARTÍN;SAN MARTÍN;40%;NO CORRESPONDE;2023;**
Avanzado;225223;Operativo 2023 Instancia II;6°;6°;4°;No;229;2;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1108;SAN MARTÍN;SAN MARTÍN;40%;NO CORRESPONDE;2023;**
Crítico;331513;Operativo 2023 Instancia II;3°;3°;4;No;0;0;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1116;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;16475;Operativo 2023 Instancia II;4°;4°;2;No;74;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1116;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;243820;Operativo 2023 Instancia II;4°;4°;4;No;0;0;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1116;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Básico;304798;Operativo 2023 Instancia II;4°;4°;4;No;125;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1116;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;305345;Operativo 2023 Instancia II;4°;4°;4;No;0;0;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1116;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;220216;Operativo 2023 Instancia II;5°;5°;1;No;109;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1116;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;243707;Operativo 2023 Instancia II;5°;5°;1;No;100;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1116;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;247248;Operativo 2023 Instancia II;5°;5°;4;No;82;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1116;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;248014;Operativo 2023 Instancia II;5°;5°;4;No;125;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1116;CAPITAL;SEGUNDA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;328080;Operativo 2023 Instancia II;1°;1°;1;No;0;0;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;1120;CAPITAL;QUINTA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;358049;Operativo 2023 Instancia II;1°;1°;2;No;37;1;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;1120;CAPITAL;QUINTA SECCION;10%;NO CORRESPONDE;2023;**
Medio;408678;Operativo 2023 Instancia II;1°;1°;2;No;129;2;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;1120;CAPITAL;QUINTA SECCION;10%;NO CORRESPONDE;2023;**
Avanzado;524410;Operativo 2023 Instancia II;1°;1°;3;No;172;2;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;1120;CAPITAL;QUINTA SECCION;10%;NO CORRESPONDE;2023;**
Medio;404738;Operativo 2023 Instancia II;1°;1°;4;No;153;3;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;1120;CAPITAL;QUINTA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;207191;Operativo 2023 Instancia II;6°;6°;1;No;64;1;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;1120;CAPITAL;QUINTA SECCION;10%;NO CORRESPONDE;2023;**
Crítico;306885;Operativo 2023 Instancia II;3°;3°;2º;No;82;2;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1133;SAN MARTÍN;TRES PORTEÑAS;80%;NO CORRESPONDE;2023;**
Básico;327864;Operativo 2023 Instancia II;4°;4°;2º;No;122;2;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1133;SAN MARTÍN;TRES PORTEÑAS;80%;NO CORRESPONDE;2023;**
Crítico;397520;Operativo 2023 Instancia II;1°;1°;1;No;50;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1134;GUAYMALLÉN;JESÚS NAZARENO;10%;NO CORRESPONDE;2023;**
Básico;400091;Operativo 2023 Instancia II;1°;1°;1;No;122;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1134;GUAYMALLÉN;JESÚS NAZARENO;10%;NO CORRESPONDE;2023;**
Crítico;374399;Operativo 2023 Instancia II;1°;1°;3;No;80;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1134;GUAYMALLÉN;JESÚS NAZARENO;10%;NO CORRESPONDE;2023;**
Crítico;350301;Operativo 2023 Instancia II;2°;2°;1;No;0;0;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1134;GUAYMALLÉN;JESÚS NAZARENO;10%;NO CORRESPONDE;2023;**
Medio;344967;Operativo 2023 Instancia II;2°;2°;2;No;145;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1134;GUAYMALLÉN;JESÚS NAZARENO;10%;NO CORRESPONDE;2023;**
Crítico;283310;Operativo 2023 Instancia II;4°;4°;2;No;78;2;Si;Mañana y Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1134;GUAYMALLÉN;JESÚS NAZARENO;10%;NO CORRESPONDE;2023;**
Crítico;295998;Operativo 2023 Instancia II;4°;4°;2;No;92;2;Si;Mañana y Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1134;GUAYMALLÉN;JESÚS NAZARENO;10%;NO CORRESPONDE;2023;**
Crítico;233703;Operativo 2023 Instancia II;5°;5°;1;No;100;1;Si;Mañana y Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1134;GUAYMALLÉN;JESÚS NAZARENO;10%;NO CORRESPONDE;2023;**
Crítico;357809;Operativo 2023 Instancia II;1°;1°;3°;No;5;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1140;GUAYMALLÉN;PUENTE DE HIERRO;80%;NO CORRESPONDE;2023;**
Medio;381854;Operativo 2023 Instancia II;1°;1°;4º;No;150;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1140;GUAYMALLÉN;PUENTE DE HIERRO;80%;NO CORRESPONDE;2023;**
Crítico;319647;Operativo 2023 Instancia II;2°;2°;1°;No;65;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1140;GUAYMALLÉN;PUENTE DE HIERRO;80%;NO CORRESPONDE;2023;**
Crítico;326289;Operativo 2023 Instancia II;3°;3°;1°;No;90;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1140;GUAYMALLÉN;PUENTE DE HIERRO;80%;NO CORRESPONDE;2023;**
Crítico;294372;Operativo 2023 Instancia II;3°;3°;4°;No;55;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1140;GUAYMALLÉN;PUENTE DE HIERRO;80%;NO CORRESPONDE;2023;**
Medio;262299;Operativo 2023 Instancia II;5°;5°;4;No;158;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1140;GUAYMALLÉN;PUENTE DE HIERRO;80%;NO CORRESPONDE;2023;**
Crítico;262690;Operativo 2023 Instancia II;5°;5°;4;No;103;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1140;GUAYMALLÉN;PUENTE DE HIERRO;80%;NO CORRESPONDE;2023;**
Básico;314417;Operativo 2023 Instancia II;1°;1°;1ª;No;109;2;Si;Mañana y Tarde;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1141;GUAYMALLÉN;BERMEJO;80%;NO CORRESPONDE;2023;**
Crítico;349534;Operativo 2023 Instancia II;1°;1°;3ª;No;62;1;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1141;GUAYMALLÉN;BERMEJO;80%;NO CORRESPONDE;2023;**
Crítico;268258;Operativo 2023 Instancia II;3°;3°;1ª;No;9;3;Si;Mañana y Tarde;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1141;GUAYMALLÉN;BERMEJO;80%;NO CORRESPONDE;2023;**
Crítico;274383;Operativo 2023 Instancia II;5°;5°;1ª;No;109;3;Si;Mañana y Tarde;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1141;GUAYMALLÉN;BERMEJO;80%;NO CORRESPONDE;2023;**
Básico;369686;Operativo 2023 Instancia II;1°;1°;3°;No;120;3;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1142;GUAYMALLÉN;DORREGO;10%;NO CORRESPONDE;2023;**
Crítico;341115;Operativo 2023 Instancia II;2°;2°;3°;No;62;1;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1142;GUAYMALLÉN;DORREGO;10%;NO CORRESPONDE;2023;**
Crítico;331689;Operativo 2023 Instancia II;3°;3°;3°;No;94;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1142;GUAYMALLÉN;DORREGO;10%;NO CORRESPONDE;2023;**
Crítico;355703;Operativo 2023 Instancia II;1°;1°;1ª;No;46;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1143;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;NO CORRESPONDE;2023;**
Crítico;385965;Operativo 2023 Instancia II;1°;1°;1ª;No;68;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1143;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;NO CORRESPONDE;2023;**
Crítico;388022;Operativo 2023 Instancia II;1°;1°;1ª;No;87;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1143;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;NO CORRESPONDE;2023;**
Crítico;402965;Operativo 2023 Instancia II;1°;1°;1ª;No;70;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1143;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;NO CORRESPONDE;2023;**
Crítico;351532;Operativo 2023 Instancia II;2°;2°;2º;No;100;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1143;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;NO CORRESPONDE;2023;**
Medio;355599;Operativo 2023 Instancia II;2°;2°;2º;No;150;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1143;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;NO CORRESPONDE;2023;**
Crítico;358182;Operativo 2023 Instancia II;2°;2°;2º;No;45;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1143;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;NO CORRESPONDE;2023;**
Crítico;369123;Operativo 2023 Instancia II;2°;2°;2º;No;50;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1143;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;NO CORRESPONDE;2023;**
Crítico;374992;Operativo 2023 Instancia II;2°;2°;2º;No;70;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1143;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;NO CORRESPONDE;2023;**
Crítico;378116;Operativo 2023 Instancia II;2°;2°;2º;No;75;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1143;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;NO CORRESPONDE;2023;**
Crítico;299982;Operativo 2023 Instancia II;3°;3°;2º;No;100;1;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1143;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;NO CORRESPONDE;2023;**
Crítico;328241;Operativo 2023 Instancia II;3°;3°;2º;No;110;2;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1143;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;NO CORRESPONDE;2023;**
Medio;399019;Operativo 2023 Instancia II;1°;1°;SEXTA;No;140;3;Si;Mañana;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;1154;MAIPÚ;GENERAL GUTIÉRREZ;60%;NO CORRESPONDE;2023;**
Crítico;305314;Operativo 2023 Instancia II;4°;4°;2ª;No;52;1;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1162;CAPITAL;CIUDAD;80%;NO CORRESPONDE;2023;**
Crítico;325971;Operativo 2023 Instancia II;1°;1°;1;No;69;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1163;GUAYMALLÉN;BERMEJO;80%;NO CORRESPONDE;2023;**
Medio;372485;Operativo 2023 Instancia II;1°;1°;1;No;127;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1163;GUAYMALLÉN;BERMEJO;80%;NO CORRESPONDE;2023;**
Crítico;353553;Operativo 2023 Instancia II;1°;1°;2;No;5;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1163;GUAYMALLÉN;BERMEJO;80%;NO CORRESPONDE;2023;**
Medio;358903;Operativo 2023 Instancia II;1°;1°;2;No;158;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1163;GUAYMALLÉN;BERMEJO;80%;NO CORRESPONDE;2023;**
Básico;389490;Operativo 2023 Instancia II;1°;1°;2;No;116;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1163;GUAYMALLÉN;BERMEJO;80%;NO CORRESPONDE;2023;**
Crítico;319258;Operativo 2023 Instancia II;2°;2°;2;No;85;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1163;GUAYMALLÉN;BERMEJO;80%;NO CORRESPONDE;2023;**
Medio;343840;Operativo 2023 Instancia II;3°;3°;1;No;169;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1163;GUAYMALLÉN;BERMEJO;80%;NO CORRESPONDE;2023;**
Crítico;383980;Operativo 2023 Instancia II;3°;3°;1;No;34;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1163;GUAYMALLÉN;BERMEJO;80%;NO CORRESPONDE;2023;**
Medio;337045;Operativo 2023 Instancia II;3°;3°;2;No;152;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1163;GUAYMALLÉN;BERMEJO;80%;NO CORRESPONDE;2023;**
Medio;363240;Operativo 2023 Instancia II;2°;2°;1;No;153;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1168;GUAYMALLÉN;JESÚS NAZARENO;80%;NO CORRESPONDE;2023;**
Crítico;264794;Operativo 2023 Instancia II;4°;4°;1;No;39;1;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;1168;GUAYMALLÉN;JESÚS NAZARENO;80%;NO CORRESPONDE;2023;**
Crítico;337583;Operativo 2023 Instancia II;3°;3°;2;No;0;0;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;1176;MAIPÚ;FRAY LUIS BELTRÁN;80%;NO CORRESPONDE;2023;**
Crítico;235018;Operativo 2023 Instancia II;5°;5°;1;No;0;0;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;1176;MAIPÚ;FRAY LUIS BELTRÁN;80%;NO CORRESPONDE;2023;**
Crítico;328967;Operativo 2023 Instancia II;2°;2°;1;No;72;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1189;GUAYMALLÉN;EL SAUCE;80%;NO CORRESPONDE;2023;**
Crítico;601499;Operativo 2023 Instancia II;2°;2°;1;No;50;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1189;GUAYMALLÉN;EL SAUCE;80%;NO CORRESPONDE;2023;**
Crítico;337195;Operativo 2023 Instancia II;2°;2°;2;No;70;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1189;GUAYMALLÉN;EL SAUCE;80%;NO CORRESPONDE;2023;**
Básico;395296;Operativo 2023 Instancia II;2°;2°;2;No;130;2;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1189;GUAYMALLÉN;EL SAUCE;80%;NO CORRESPONDE;2023;**
Crítico;345385;Operativo 2023 Instancia II;2°;2°;3;No;65;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1189;GUAYMALLÉN;EL SAUCE;80%;NO CORRESPONDE;2023;**
Crítico;350706;Operativo 2023 Instancia II;2°;2°;3;No;0;0;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1189;GUAYMALLÉN;EL SAUCE;80%;NO CORRESPONDE;2023;**
Medio;313075;Operativo 2023 Instancia II;3°;3°;3°;No;151;3;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1189;GUAYMALLÉN;EL SAUCE;80%;NO CORRESPONDE;2023;**
Crítico;389408;Operativo 2023 Instancia I;1°;1°;Tercera;No;0;0;Si;Tarde;Presencial;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;1191;TUNUYÁN;COLONIA LAS ROSAS;80%;NO CORRESPONDE;2023;**
Crítico;262246;Operativo 2023 Instancia II;3°;3°;2ª;No;85;1;Si;Mañana y Tarde;Presencial;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;1200;SAN MARTÍN;ALTO SALVADOR;110%;NO CORRESPONDE;2023;**
Crítico;345709;Operativo 2023 Instancia I;1°;1°;1ª;No;0;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1202;GUAYMALLÉN;COLONIA SEGOVIA;80%;NO CORRESPONDE;2023;**
Crítico;409738;Operativo 2023 Instancia I;1°;1°;1ª;No;0;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1202;GUAYMALLÉN;COLONIA SEGOVIA;80%;NO CORRESPONDE;2023;**
Crítico;353427;Operativo 2023 Instancia I;1°;1°;2da;No;0;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1202;GUAYMALLÉN;COLONIA SEGOVIA;80%;NO CORRESPONDE;2023;**
Crítico;278173;Operativo 2023 Instancia II;4°;4°;1ª;No;57;1;Si;Tarde;Presencial;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;1209;GUAYMALLÉN;KM 8;80%;NO CORRESPONDE;2023;**
Crítico;328980;Operativo 2023 Instancia II;2°;2°;PRIMERA;No;46;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1224;CAPITAL;CIUDAD;80%;NO CORRESPONDE;2023;**
Crítico;346274;Operativo 2023 Instancia II;2°;2°;PRIMERA;No;45;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1224;CAPITAL;CIUDAD;80%;NO CORRESPONDE;2023;**
Crítico;346307;Operativo 2023 Instancia II;2°;2°;PRIMERA;No;80;1;Si;Mañana;Presencial;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;1224;CAPITAL;CIUDAD;80%;NO CORRESPONDE;2023;**
Avanzado;689414;Operativo 2023 Instancia II;2°;2°;B;No;88;2;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;1450;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Crítico;777986;Operativo 2023 Instancia II;2°;2°;B;No;6;1;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;1450;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Crítico;775741;Operativo 2023 Instancia II;2°;2°;C;No;1;1;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;1450;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Medio;517775;Operativo 2023 Instancia II;3°;3°;A;No;77;2;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;1450;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Crítico;686771;Operativo 2023 Instancia II;3°;3°;C;No;1;1;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;1450;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Crítico;473480;Operativo 2023 Instancia II;5°;5°;A;No;40;1;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;1450;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Básico;470155;Operativo 2023 Instancia II;6°;6°;B;No;101;3;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;1450;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Crítico;457914;Operativo 2023 Instancia II;6°;6°;C;No;25;1;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;1450;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Crítico;437170;Operativo 2023 Instancia II;7°;7°;A;No;39;1;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;1450;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Básico;441806;Operativo 2023 Instancia II;7°;7°;A;No;107;2;Si;Mañana;Presencial;Primario;Primario;Pública;02 - Primario;1450;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Crítico;393509;Operativo 2023 Instancia II;7°;7°;C;No;59;2;Si;Tarde;Presencial;Primario;Primario;Pública;02 - Primario;1450;CAPITAL;SEGUNDA SECCION;10%;NORTE;2023;**
Básico;690019;Operativo 2023 Instancia II;2°;2°;B;No;38;3;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1812;CAPITAL;CIUDAD;10%;NO CORRESPONDE;2023;**
Básico;804912;Operativo 2023 Instancia II;2°;2°;B;No;44;3;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1812;CAPITAL;CIUDAD;10%;NO CORRESPONDE;2023;**
Básico;653129;Operativo 2023 Instancia II;3°;3°;B;No;47;2;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1812;CAPITAL;CIUDAD;10%;NO CORRESPONDE;2023;**
Crítico;756932;Operativo 2023 Instancia II;3°;3°;B;No;3;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1812;CAPITAL;CIUDAD;10%;NO CORRESPONDE;2023;**
Crítico;654037;Operativo 2023 Instancia II;4°;4°;B;No;3;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1812;CAPITAL;CIUDAD;10%;NO CORRESPONDE;2023;**
Medio;445590;Operativo 2023 Instancia II;6°;6°;B;No;120;2;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1812;CAPITAL;CIUDAD;10%;NO CORRESPONDE;2023;**
Crítico;778140;Operativo 2023 Instancia II;2°;2°;A;No;1;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1813;CAPITAL;CIUDAD;Sin Zona;NO CORRESPONDE;2023;**
Crítico;866677;Operativo 2023 Instancia II;2°;2°;A;No;8;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1813;CAPITAL;CIUDAD;Sin Zona;NO CORRESPONDE;2023;**
Crítico;735737;Operativo 2023 Instancia II;2°;2°;B;No;5;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1813;CAPITAL;CIUDAD;Sin Zona;NO CORRESPONDE;2023;**
Crítico;745057;Operativo 2023 Instancia II;2°;2°;B;No;8;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1813;CAPITAL;CIUDAD;Sin Zona;NO CORRESPONDE;2023;**
Crítico;821471;Operativo 2023 Instancia II;2°;2°;B;No;4;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1813;CAPITAL;CIUDAD;Sin Zona;NO CORRESPONDE;2023;**
Básico;669174;Operativo 2023 Instancia II;3°;3°;A;No;43;2;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1813;CAPITAL;CIUDAD;Sin Zona;NO CORRESPONDE;2023;**
Crítico;799582;Operativo 2023 Instancia II;3°;3°;A;No;1;1;Si;Mañana;Presencial;Primario;Primario;Privada;01 - Primario Privada;1813;CAPITAL;CIUDAD;Sin Zona;NO CORRESPONDE;2023;**
